1.79362, 0.901016, -1.48197, 0.231864, -0.795815, 0.55939, 0.220628, 0.624457, 
2.374, 0, -1.13058, 0.250642, -0.755559, 0.605235, 0.234871, 0.641072, 
2.374, 0.813227, -0.793725, 0.250678, -0.755585, 0.605187, 0.217363, 0.641614, 
2.0064, 1.121, -1.77435, -0.883255, -0.333753, 0.329348, 0.213684, 0.620336, 
2.374, 0.813227, -0.793725, -0.899368, -0.233311, 0.369734, 0.217363, 0.641614, 
2.79417, 0.900915, -0.88141, -0.932556, -0.123852, 0.339117, 0.209026, 0.643705, 
2.01, 0.423755, -2.07129, -0.281043, 0.696624, -0.660099, 0.189491, 0.629909, 
2.79417, 0.900915, -0.88141, -0.489541, 0.730835, -0.475636, 0.19664, 0.658781, 
2.79417, 0, -1.25458, 0, 0.717586, -0.69647, 0.1772, 0.650368, 
1.79479, 0.389994, -1.6921, 0.900591, -0.27205, -0.339005, 0.231293, 0.623696, 
2.79417, 0, -1.25458, 0.913712, -0.202265, -0.352447, 0.243163, 0.643121, 
2.374, 0, -1.13058, 0.874312, -0.13739, -0.465514, 0.234871, 0.641072, 
3.354, 0, 0.772019, 0, 0.846289, 0.532724, 0.177242, 0.69162, 
2.79417, 0.900915, 0.920418, -0.463241, 0.742747, 0.483461, 0.19675, 0.697609, 
2.79417, 0, 1.29359, 0, 0.798996, 0.601337, 0.177255, 0.704987, 
1.89823, 2.05522, -0.612931, -0.478238, -0.329833, 0.81394, 0.006841, 0.665191, 
2.374, 1.15008, 0.019502, -0.464831, -0.246199, 0.850481, 0.010519, 0.688478, 
2.79417, 1.27409, 0.019502, -0.511625, -0.150999, 0.845836, 0.002375, 0.691212, 
1.69537, 1.62389, 0.970984, 0.596472, -0.770473, -0.224929, 0.013762, 0.715506, 
2.374, 1.15008, 0.019502, 0.609977, -0.756516, -0.235823, 0.027864, 0.735948, 
2.374, 0.813227, 0.83273, 0.596839, -0.763325, -0.247221, 0.010586, 0.736197, 
1.90071, 1.91968, 1.14153, 0.313493, -0.245628, 0.917273, 0.006706, 0.712144, 
2.374, 0.813227, 0.83273, 0.336804, -0.185023, 0.923217, 0.010586, 0.736197, 
2.79417, 0.900915, 0.920418, 0.317642, -0.129737, 0.939293, 0.002375, 0.738717, 
1.82231, 0.548898, 1.85553, 0.165113, -0.86717, -0.469845, 0.195151, 0.588425, 
2.374, 0.813227, 0.83273, 0.187723, -0.843392, -0.503438, 0.206823, 0.608412, 
2.374, 0, 1.16958, 0.209421, -0.836975, -0.505584, 0.189134, 0.607367, 
3.3518, 0.542386, 0.551613, -0.390937, 0.870762, 0.29823, 0.186901, 0.687965, 
2.79417, 1.27409, 0.019502, -0.686835, 0.726729, 0.01112, 0.20471, 0.678218, 
2.79417, 0.900915, 0.920418, -0.463241, 0.742747, 0.483461, 0.19675, 0.697609, 
1.70407, 1.78084, -0.556735, 0.593719, -0.766229, 0.245745, 0.01316, 0.667361, 
2.374, 0.813227, -0.793725, 0.591734, -0.768019, 0.244943, 0.027586, 0.685923, 
2.374, 1.15008, 0.019502, 0.591737, -0.767965, 0.245108, 0.010519, 0.688478, 
1.9147, 2.25425, 0.489617, -0.662736, 0.672532, 0.329366, 0.229071, 0.691085, 
2.79417, 0.900915, 0.920418, -0.463241, 0.742747, 0.483461, 0.19675, 0.697609, 
2.79417, 1.27409, 0.019502, -0.686835, 0.726729, 0.01112, 0.20471, 0.678218, 
1.6859, 1.83155, 0.426055, -0.341766, -0.247343, -0.906652, 0.025077, 0.715679, 
2.79417, 1.27409, 0.019502, -0.337845, -0.169673, -0.925782, 0.036186, 0.738598, 
2.374, 1.15008, 0.019502, -0.414479, -0.122328, -0.9018, 0.027864, 0.735948, 
2.09277, 0.686761, 2.12663, 0.773579, -0.215027, 0.596103, 0.189631, 0.583271, 
2.374, 0, 1.16958, 0.823591, -0.146906, 0.547828, 0.189134, 0.607367, 
2.79417, 0, 1.29359, 0.823666, -0.16052, 0.543882, 0.180523, 0.606988, 
3.3509, 0.762794, 0.019502, -0.488849, 0.869977, -0.064546, 0.19098, 0.678471, 
2.79417, 0.900915, -0.88141, -0.489541, 0.730835, -0.475636, 0.19664, 0.658781, 
2.79417, 1.27409, 0.019502, -0.686835, 0.726729, 0.01112, 0.20471, 0.678218, 
1.91461, 1.82005, -1.2752, -0.720087, 0.644011, -0.25831, 0.221354, 0.650017, 
2.79417, 1.27409, 0.019502, -0.686835, 0.726729, 0.01112, 0.20471, 0.678218, 
2.79417, 0.900915, -0.88141, -0.489541, 0.730835, -0.475636, 0.19664, 0.658781, 
2.09573, 1.23782, 1.83911, -0.277801, 0.769737, 0.574744, 0.203063, 0.72045, 
2.79417, 0, 1.29359, 0, 0.798996, 0.601337, 0.177255, 0.704987, 
2.79417, 0.900915, 0.920418, -0.463241, 0.742747, 0.483461, 0.19675, 0.697609, 
1.85543, 1.11647, 1.61142, -0.920312, -0.128752, -0.36939, 0.206763, 0.589082, 
2.79417, 0.900915, 0.920418, -0.908014, -0.0923, -0.408645, 0.215389, 0.610452, 
2.374, 0.813227, 0.83273, -0.902495, -0.100967, -0.418698, 0.206823, 0.608412, 
3.3518, 0.542386, -0.512607, -0.299229, 0.871678, -0.388124, 0.187096, 0.668709, 
2.79417, 0, -1.25458, 0, 0.717586, -0.69647, 0.1772, 0.650368, 
2.79417, 0.900915, -0.88141, -0.489541, 0.730835, -0.475636, 0.19664, 0.658781, 
1.70775, 1.5885, -1.01016, 0.514904, -0.249689, -0.820079, 0.022751, 0.665971, 
2.79417, 0.900915, -0.88141, 0.485802, -0.206814, -0.849249, 0.035964, 0.687636, 
2.374, 0.813227, -0.793725, 0.359832, -0.118051, -0.925519, 0.027586, 0.685923, 
2.374, 0, -1.13058, -0.250642, -0.755559, 0.605235, 0.088918, 0.733816, 
1.79362, -0.901016, -1.48197, -0.231864, -0.795815, 0.55939, 0.102174, 0.716404, 
2.374, -0.813227, -0.793725, -0.250678, -0.755585, 0.605187, 0.106427, 0.733342, 
2.374, -0.813227, -0.793725, 0.899368, -0.233311, 0.369734, 0.106427, 0.733342, 
2.0064, -1.121, -1.77435, 0.883255, -0.333753, 0.329348, 0.108869, 0.711888, 
2.79417, -0.900915, -0.88141, 0.932556, -0.123852, 0.339117, 0.114871, 0.734949, 
2.79417, -0.900915, -0.88141, 0.489541, 0.730835, -0.475636, 0.157778, 0.658819, 
2.01, -0.423755, -2.07129, 0.281043, 0.696624, -0.660099, 0.164868, 0.629934, 
2.79417, 0, -1.25458, 0, 0.717586, -0.69647, 0.1772, 0.650368, 
2.79417, 0, -1.25458, -0.913712, -0.202265, -0.352447, 0.08076, 0.736342, 
1.79479, -0.389994, -1.6921, -0.900591, -0.27205, -0.339005, 0.091483, 0.716261, 
2.374, 0, -1.13058, -0.874312, -0.13739, -0.465514, 0.088918, 0.733816, 
2.79417, -0.900915, 0.920418, 0.463241, 0.742747, 0.483461, 0.157745, 0.697648, 
3.354, 0, 0.772019, 0, 0.846289, 0.532724, 0.177242, 0.69162, 
2.79417, 0, 1.29359, 0, 0.798996, 0.601337, 0.177255, 0.704987, 
2.374, -1.15008, 0.019502, 0.464831, -0.246199, 0.850481, 0.146978, 0.565869, 
